pdf_path,pdf_filename,doi,study_domain,study_goal,paper_processing_status,paper_processing_error,equipment_name,aliases,manufacturer,model,equipment_type,equipment_role,short_description,typical_applications,measurement_outputs,paper_specific_use,sample_context,shared_or_local,contact_person,used_in_study,certainty,confidence_score,evidence_text,location_type,notes
data/interim/pdfs/Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,10.1126/sciadv.adi3606,materials science / polymer characterization,To develop and characterize water-free recyclable polyelectrolyte complex materials with moderated ionic bonding and tunable processability.,equipment_extracted,,photoelectron spectrometer,JPS-9200 | XPS,JEOL,JPS-9200,spectroscopy,primary,X-ray photoelectron spectrometer for elemental and surface chemical composition analysis.,elemental composition analysis | surface chemistry characterization | oxidation state assessment,photoelectron spectra | elemental composition | binding energy peaks,Used to determine the elemental composition of hot-pressed samples.,hot-pressed samples,,,True,explicit,0.98,"A JPS-9200 photoelectron spectrometer (JEOL, Japan) was used to determine the elemental composition of the hot-pressed samples | X-ray photoelectron spectroscopy",main_text,
data/interim/pdfs/Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,10.1126/sciadv.adi3606,materials science / polymer characterization,To develop and characterize water-free recyclable polyelectrolyte complex materials with moderated ionic bonding and tunable processability.,equipment_extracted,,dynamic mechanical analyzer,Anton Paar 702 Space Multidrive | DMA,Anton Paar,702 Space Multidrive,mechanical testing,primary,Instrument for measuring viscoelastic mechanical properties under oscillatory deformation.,storage and loss modulus measurements | temperature-dependent viscoelastic characterization | glass transition analysis,extensional storage modulus | loss tangent | loss modulus | temperature-dependent mechanical curves,Used to measure temperature-dependent viscoelastic behavior and glass transition-related responses of compleximers.,compleximer samples and plasticized compleximers,,,True,explicit,0.99,as measured by dynamic mechanical analysis (DMA) | An Anton Paar 702 Space Multidrive equipped with a DMA fixture was used for extensional oscillatory measurements,main_text,
data/interim/pdfs/Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,10.1126/sciadv.adi3606,materials science / polymer characterization,To develop and characterize water-free recyclable polyelectrolyte complex materials with moderated ionic bonding and tunable processability.,equipment_extracted,,small-angle x-ray scattering instrument,SAXS | Multipurpose Instrument for Nanostructured Analysis | Pilatus 300k detector | Bruker rotating anode,Bruker / Dectris,Multipurpose Instrument for Nanostructured Analysis; Pilatus 300k,scattering,primary,X-ray scattering setup used to probe nanoscale structure and thermal evolution of the materials.,nanostructure characterization | phase structure analysis | temperature-resolved scattering studies,SAXS intensity profiles | scattering curves | structural correlation information,Used to study microstructure changes and temperature-resolved density changes in plasticized compleximers.,compression-molded compleximer samples in a Linkam hot stage,Multipurpose Instrument for Nanostructured Analysis in Groningen,,True,explicit,0.98,"Small-angle x-ray scattering (SAXS) measurements were performed at the Multipurpose Instrument for Nanostructured Analysis in Groningen, The Netherlands | The instrument was equipped with a high flux Cu rotating anode (Bruker) and two-dimensional (2D) x-ray detectors",main_text,
data/interim/pdfs/Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,Moderated_ionic_bonding_for_water-free_recyclable_polyelectrolyte_complex_materials.pdf,10.1126/sciadv.adi3606,materials science / polymer characterization,To develop and characterize water-free recyclable polyelectrolyte complex materials with moderated ionic bonding and tunable processability.,equipment_extracted,,tensile testing apparatus,,,,mechanical testing,primary,Mechanical testing setup used to measure stress-strain behavior until failure.,tensile strength testing | elongation-at-break measurement | stress-strain characterization,stress-strain curves | ultimate strain | Young's modulus,Used to characterize extensibility and modulus of compleximers and plasticized samples.,rectangular compleximer samples,,,True,explicit,0.91,The rectangular samples were used for stress-strain experiments | until they broke,main_text,
data/interim/pdfs/Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,10.1103/PhysRevB.101.054436,spintronics / magnon transport,To demonstrate magnetic-gate control of nonlocal magnon spin transport in a YIG-based transistor device.,equipment_extracted,,electron beam lithography system,electron beam lithography,,,fabrication,primary,Patterning system used to define nanoscale device structures.,nanofabrication | micro- and nanoscale device patterning | lithographic definition of thin-film electrodes,patterned resist features | device geometry,Used to fabricate the Pt injector/detector electrodes and Py magnetic gate structures on YIG films.,devices on 210 nm thick YIG (111) films on GGG substrates,,,True,explicit,0.98,Three batches of devices were fabricated using electron beam lithography | fabricated on 210 nm thick YIG (111) ﬁlms,main_text,
data/interim/pdfs/Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,10.1103/PhysRevB.101.054436,spintronics / magnon transport,To demonstrate magnetic-gate control of nonlocal magnon spin transport in a YIG-based transistor device.,equipment_extracted,,dc sputtering system,dc sputtered | dc sputtering,,,fabrication,primary,Thin-film deposition system used to deposit metallic strips.,thin-film deposition | metal film growth | fabrication of nanoscale electrodes,deposited thin films | film thickness,Used to deposit 7 nm Pt strips and the Py middle strip on YIG.,Pt and permalloy (Py) films on YIG,,,True,explicit,0.97,"7 nm thick Pt strips ... were dc sputtered on YIG | The dimensions of the middle Py strip, also fabricated by dc sputtering",main_text,
data/interim/pdfs/Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,10.1103/PhysRevB.101.054436,spintronics / magnon transport,To demonstrate magnetic-gate control of nonlocal magnon spin transport in a YIG-based transistor device.,equipment_extracted,,lock-in amplifier,phase-sensitive lock-in detection technique,,,electronics / measurement,primary,Instrument for phase-sensitive detection of small electrical signals at specific harmonics.,low-noise electrical signal detection | harmonic response measurement | transport measurements,first harmonic voltage | second harmonic voltage | nonlocal electrical response,Used to simultaneously measure the first and second harmonic nonlocal voltages across the Pt detector and Py strip.,nonlocal magnon transport device,,,True,strongly_implied,0.86,Both responses were measured simultaneously across the Pt detector and the middle Py strip by a phase-sensitive lock-in detection technique,main_text,"The paper does not explicitly name the lock-in instrument, but the technique indicates lock-in detection as the specialized measurement apparatus."
data/interim/pdfs/Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,Modulation_of_magnon_spin_transport_in_a_magnetic_gate_transistor.pdf,10.1103/PhysRevB.101.054436,spintronics / magnon transport,To demonstrate magnetic-gate control of nonlocal magnon spin transport in a YIG-based transistor device.,equipment_extracted,,optical microscope,optical image,,,imaging,supporting,Imaging tool for visual inspection of fabricated devices.,device inspection | micrograph acquisition | sample documentation,optical images,Used to obtain an optical image of the device geometry shown in the paper.,fabricated Pt-Py-Pt device,,,True,strongly_implied,0.7,An optical image of a device with a 900 nm wide middle Py strip is shown,main_text,
data/interim/pdfs/Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,10.1021/acsami.1c03411,organic thermoelectrics / molecular doping,To determine how the neutral radical TEMPO alters DMBI-H n-doping of fullerene derivatives and improves thermoelectric performance.,equipment_extracted,,spin coater,spin-coating | spin-cast,,,fabrication,primary,Device used to form thin films by spreading solution on substrates via rotation.,thin-film fabrication | solution processing of organic semiconductors | preparation of coated research samples,uniform thin films | coated sample layers,Used to prepare fullerene-derivative films with and without TEMPO additive on glass substrates.,PTEG-1 and PCBM fullerene-derivative films on glass substrates,,,True,explicit,0.99,followed by spin-coating to prepare the fullerene derivative-based samples without TEMPO | The resultant solutions were spin-coated to prepare the films with TEMPO,main_text,
data/interim/pdfs/Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,10.1021/acsami.1c03411,organic thermoelectrics / molecular doping,To determine how the neutral radical TEMPO alters DMBI-H n-doping of fullerene derivatives and improves thermoelectric performance.,equipment_extracted,,standard four-point probe,four-point probe method,,,electrical characterization,primary,Instrument/method used to measure thin-film electrical conductivity while minimizing contact resistance.,thin-film conductivity measurements | sheet resistance characterization | electrical transport testing of semiconducting films,electrical conductivity | sheet resistance,Used to measure the conductivity of doped PTEG-1 and PCBM thin films.,doped fullerene derivative thin films,,,True,explicit,0.98,Standard four-point probe method was used to measure the conductivity of the doped PTEG-1 and doped PCBM thin films. | the electrical conductivity measurements were performed in an inert environment,main_text,
data/interim/pdfs/Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,10.1021/acsami.1c03411,organic thermoelectrics / molecular doping,To determine how the neutral radical TEMPO alters DMBI-H n-doping of fullerene derivatives and improves thermoelectric performance.,equipment_extracted,,Ti:sapphire laser,mode-locked Ti:sapphire laser | Mira 900,Coherent,Mira 900,laser,primary,Pulsed laser source used to excite samples for photoluminescence measurements.,photoluminescence excitation | time-resolved spectroscopy | ultrafast optical spectroscopy,excitation light pulses | time-resolved optical response data,Provided 400 nm excitation for photoluminescence spectroscopy of PTEG-1-based films.,PTEG-1-based thin films,,,True,explicit,0.97,"using the second harmonic of a mode-locked Ti:sapphire laser (Mira 900, coherent) | Pristine PTEG-1 film and various PTEG-1-based films were excited at 3.1 eV (400 nm)",main_text,
data/interim/pdfs/Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,Molecular_Doping_Directed_by_a_Neutral_Radical.pdf,10.1021/acsami.1c03411,organic thermoelectrics / molecular doping,To determine how the neutral radical TEMPO alters DMBI-H n-doping of fullerene derivatives and improves thermoelectric performance.,equipment_extracted,,EM-CCD camera,Hamamatsu EM-CCD camera,Hamamatsu,,imaging,supporting,Sensitive camera used to record steady-state photoluminescence spectra.,spectral imaging | photoluminescence detection | low-light optical signal recording,steady-state emission spectra | spectrally resolved optical intensity,Recorded steady-state photoluminescence spectra from excited PTEG-1-based films.,PTEG-1-based films,,,True,explicit,0.93,Steady-state spectra were recorded with a Hamamatsu EM-CCD camera that was spectrally calibrated.,main_text,
